,reviewid,Energy,Danceability,Happiness,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Key,Tempo,Duration
16324,4867.0,0.2314222222222222,0.5131777777777777,0.12744444444444444,-20.85533333333333,0.6501222222222223,0.8889999999999999,0.10552222222222221,0.043633333333333336,5.222222222222222,113.73955555555554,405054.8888888889
16326,5324.0,0.7030000000000001,0.39749999999999996,0.4405,-9.356357142857144,0.11465992857142857,0.30598693285714285,0.16780714285714288,0.050692857142857144,6.428571428571429,144.97971428571427,182252.5
16327,6847.0,0.6506666666666666,0.36433333333333323,0.19076666666666667,-10.2185,0.2317833333333333,0.6725,0.14838333333333334,0.06999999999999999,5.5,148.16166666666666,744731.1666666666
16328,874.0,0.3628571428571429,0.3531428571428572,0.3120285714285715,-14.776142857142856,0.6825714285714286,0.7805714285714285,0.1192142857142857,0.040157142857142857,3.2857142857142856,111.37914285714285,343323.85714285716
16330,8327.0,0.6462500000000001,0.45812499999999995,0.38186875,-7.7930625,0.17111716875,0.13387209875,0.19098750000000003,0.034868750000000004,5.0625,133.6451875,267875.875
16334,8202.0,0.7266363636363636,0.4473636363636363,0.4298181818181818,-5.636454545454545,0.07085870000000001,0.24277626363636362,0.3157272727272727,0.06464545454545455,4.545454545454546,141.79209090909092,211510.27272727274
16335,533.0,0.27031111111111117,0.28074444444444446,0.095,-16.043444444444447,0.6111888888888888,0.619108288888889,0.11488888888888889,0.03638888888888889,6.555555555555555,112.49066666666666,274768.77777777775
16336,2456.0,0.5472222222222223,0.7107777777777778,0.4026666666666667,-13.688555555555556,0.024001122222222223,0.6749777777777778,0.2252111111111111,0.06097777777777777,5.0,130.06533333333334,372093.22222222225
16337,7102.0,0.21566666666666667,0.3496666666666666,0.18294166666666667,-13.731916666666665,0.9103333333333333,0.33635014916666667,0.12845833333333337,0.03796666666666667,5.083333333333333,110.11316666666669,182096.58333333334
16339,6432.0,0.6873999999999999,0.6203000000000001,0.38615,-7.7926,0.1271658,0.2453355,0.1444,0.04278,2.4,130.9222,269765.3
16340,3837.0,0.66776,0.5654999999999999,0.45640000000000003,-9.336099999999998,0.0264458,0.51770311,0.17437000000000002,0.056100000000000004,7.6,115.146,235977.3
16342,4739.0,0.8410769230769232,0.3433846153846154,0.47092307692307683,-5.739384615384615,0.15128461538461538,0.005375446153846154,0.1738846153846154,0.10767692307692309,5.230769230769231,131.53930769230772,252588.6923076923
16344,11847.0,0.46499999999999997,0.1922,0.08022,-14.557999999999998,0.445712,0.5694,0.18780000000000002,0.04728,5.2,112.8884,441602.8
16347,6732.0,0.42540000000000006,0.4589761904761904,0.28469047619047616,-13.116333333333333,0.3034370414285715,0.10034847428571426,0.1894142857142857,0.16416666666666663,5.333333333333333,108.03699999999998,214765.61904761905
